customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cat_richness,churn_horizon_days,last_purchase,days_since_last,is_churned
169,513,4,408.15,1,1,1,3,Hibernating,1,180,2024-05-05,513,1
170,119,7,822.21,4,1,1,6,Regulars,1,180,2025-06-03,119,0
171,139,15,3141.11,4,5,5,14,Champions,1,90,2025-05-14,139,1
172,2,8,588.02,5,2,1,8,Regulars,1,180,2025-09-28,2,0
173,11,10,1688.24,5,3,3,11,Loyal,1,120,2025-09-19,11,0
174,56,11,1193.31,5,3,2,10,Loyal,1,120,2025-08-05,56,0
175,272,12,1198.07,2,4,2,8,At Risk,1,90,2025-01-01,272,1
176,229,8,2351.6200000000003,3,2,4,9,Big Spenders,1,180,2025-02-13,229,1
177,269,8,1043.46,2,2,2,6,Hibernating,1,180,2025-01-04,269,1
178,157,8,2005.55,3,2,4,9,Big Spenders,1,180,2025-04-26,157,0
179,45,12,2125.34,5,4,4,13,Champions,1,90,2025-08-16,45,0
180,92,21,3541.33,4,5,5,14,Champions,1,90,2025-06-30,92,1
181,181,13,1944.04,3,4,4,11,Big Spenders,1,90,2025-04-02,181,1
182,195,7,847.9,3,1,2,6,Regulars,1,180,2025-03-19,195,1
183,268,8,1333.01,2,2,3,7,Regulars,1,180,2025-01-05,268,1
184,369,6,1148.06,2,1,2,5,Hibernating,1,180,2024-09-26,369,1
185,86,15,3519.64,4,5,5,14,Champions,1,90,2025-07-06,86,0
186,134,10,1045.79,4,3,2,9,Loyal,1,120,2025-05-19,134,1
187,132,15,1692.99,4,5,3,12,Loyal,1,90,2025-05-21,132,1
188,168,9,5413.67,3,2,5,10,Big Spenders,1,120,2025-04-15,168,1
189,91,6,387.0,4,1,1,6,Regulars,1,180,2025-07-01,91,0
190,250,12,1348.03,2,4,3,9,At Risk,1,90,2025-01-23,250,1
191,88,13,2191.28,4,4,4,12,Champions,1,90,2025-07-04,88,0
192,29,17,1888.49,5,5,4,14,Champions,1,90,2025-09-01,29,0
193,223,12,2869.9700000000003,3,4,5,12,Big Spenders,1,90,2025-02-19,223,1
194,27,11,690.1,5,3,1,9,Loyal,1,120,2025-09-03,27,0
195,53,5,372.6,5,1,1,7,Regulars,1,180,2025-08-08,53,0
196,423,4,429.59000000000003,2,1,1,4,Hibernating,1,180,2024-08-03,423,1
197,144,7,1551.79,4,1,3,8,Regulars,1,180,2025-05-09,144,0
198,17,8,962.7,5,2,2,9,Regulars,1,180,2025-09-13,17,0
199,74,11,801.35,4,3,1,8,Loyal,1,120,2025-07-18,74,0
200,28,15,1418.98,5,5,3,13,Loyal,1,90,2025-09-02,28,0
201,502,12,1204.01,1,4,2,7,At Risk,1,90,2024-05-16,502,1
202,1249,7,447.77,1,1,1,3,Hibernating,1,180,2022-04-30,1249,1
203,146,17,3151.23,4,5,5,14,Champions,1,90,2025-05-07,146,1
204,86,8,653.36,4,2,1,7,Regulars,1,180,2025-07-06,86,0
205,582,11,2828.91,1,3,5,9,Regulars,1,120,2024-02-26,582,1
206,5,15,3166.0899999999997,5,5,5,15,Champions,1,90,2025-09-25,5,0
207,100,9,689.66,4,2,1,7,Regulars,1,120,2025-06-22,100,0
208,868,9,1254.93,1,2,3,6,Regulars,1,120,2023-05-16,868,1
209,42,5,516.08,5,1,1,7,Regulars,1,180,2025-08-19,42,0
210,45,10,825.24,5,3,1,9,Loyal,1,120,2025-08-16,45,0
211,318,12,1742.05,2,4,4,10,At Risk,1,90,2024-11-16,318,1
212,235,12,640.15,3,4,1,8,Regulars,1,90,2025-02-07,235,1
213,496,10,1603.14,1,3,3,7,Regulars,1,120,2024-05-22,496,1
214,100,12,1994.56,4,4,4,12,Champions,1,90,2025-06-22,100,1
215,160,10,2406.85,3,3,4,10,Big Spenders,1,120,2025-04-23,160,1
216,59,7,685.1,5,1,1,7,Regulars,1,180,2025-08-02,59,0
217,309,11,1269.17,2,3,3,8,Regulars,1,120,2024-11-25,309,1
218,14,14,3867.29,5,5,5,15,Champions,1,90,2025-09-16,14,0
219,2,13,5459.7,5,4,5,14,Champions,1,90,2025-09-28,2,0
220,530,7,527.63,1,1,1,3,Hibernating,1,180,2024-04-18,530,1
221,49,14,1732.95,5,5,4,14,Champions,1,90,2025-08-12,49,0
222,228,13,2498.85,3,4,4,11,Big Spenders,1,90,2025-02-14,228,1
223,590,6,433.91,1,1,1,3,Hibernating,1,180,2024-02-18,590,1
224,83,12,1185.73,4,4,2,10,Loyal,1,90,2025-07-09,83,0
225,124,9,3398.98,4,2,5,11,Big Spenders,1,120,2025-05-29,124,1
226,109,14,3151.75,4,5,5,14,Champions,1,90,2025-06-13,109,1
227,22,17,1436.71,5,5,3,13,Loyal,1,90,2025-09-08,22,0
228,54,12,975.11,5,4,2,11,Loyal,1,90,2025-08-07,54,0
229,172,21,3381.23,3,5,5,13,Big Spenders,1,90,2025-04-11,172,1
230,246,13,2547.4,3,4,4,11,Big Spenders,1,90,2025-01-27,246,1
231,46,10,1410.5600000000002,5,3,3,11,Loyal,1,120,2025-08-15,46,0
232,635,11,5813.3099999999995,1,3,5,9,Regulars,1,120,2024-01-04,635,1
233,477,8,769.36,1,2,1,4,Hibernating,1,180,2024-06-10,477,1
234,607,11,992.1899999999999,1,3,2,6,Regulars,1,120,2024-02-01,607,1
235,58,17,2428.89,5,5,4,14,Champions,1,90,2025-08-03,58,0
236,85,11,3467.86,4,3,5,12,Loyal,1,120,2025-07-07,85,0
237,178,15,1429.7,3,5,3,11,Regulars,1,90,2025-04-05,178,1
238,345,10,608.95,2,3,1,6,Regulars,1,120,2024-10-20,345,1
239,308,8,1426.63,2,2,3,7,Regulars,1,180,2024-11-26,308,1
240,42,11,2234.96,5,3,4,12,Loyal,1,120,2025-08-19,42,0
241,127,11,1556.7,4,3,3,10,Loyal,1,120,2025-05-26,127,1
242,407,11,1561.28,2,3,3,8,Regulars,1,120,2024-08-19,407,1
243,103,6,369.05,4,1,1,6,Regulars,1,180,2025-06-19,103,0
244,0,9,860.59,5,2,2,9,Regulars,1,120,2025-09-30,0,0
245,321,8,678.37,2,2,1,5,Hibernating,1,180,2024-11-13,321,1
246,163,11,1214.7,3,3,2,8,Regulars,1,120,2025-04-20,163,1
247,4,9,1454.54,5,2,3,10,Regulars,1,120,2025-09-26,4,0
248,291,12,6611.05,2,4,5,11,At Risk,1,90,2024-12-13,291,1
249,119,10,1871.55,4,3,4,11,Loyal,1,120,2025-06-03,119,0
250,24,17,2537.85,5,5,4,14,Champions,1,90,2025-09-06,24,0
251,211,10,2163.88,3,3,4,10,Big Spenders,1,120,2025-03-03,211,1
252,0,12,1710.98,5,4,3,12,Loyal,1,90,2025-09-30,0,0
253,495,9,594.0600000000001,1,2,1,4,Hibernating,1,120,2024-05-23,495,1
254,359,5,1821.27,2,1,4,7,Regulars,1,180,2024-10-06,359,1
255,162,12,1717.2199999999998,3,4,3,10,Regulars,1,90,2025-04-21,162,1
256,53,12,895.51,5,4,2,11,Loyal,1,90,2025-08-08,53,0
257,147,9,1697.25,4,2,3,9,Regulars,1,120,2025-05-06,147,1
258,71,8,723.88,4,2,1,7,Regulars,1,180,2025-07-21,71,0
259,714,9,785.27,1,2,1,4,Hibernating,1,120,2023-10-17,714,1
260,334,7,1696.5900000000001,2,1,3,6,Regulars,1,180,2024-10-31,334,1
261,223,13,1256.55,3,4,3,10,Regulars,1,90,2025-02-19,223,1
262,341,10,2437.4,2,3,4,9,Regulars,1,120,2024-10-24,341,1
263,125,8,1052.62,4,2,2,8,Regulars,1,180,2025-05-28,125,0
264,94,10,1636.5,4,3,3,10,Loyal,1,120,2025-06-28,94,0
265,31,14,3886.06,5,5,5,15,Champions,1,90,2025-08-30,31,0
266,194,9,1649.81,3,2,3,8,Regulars,1,120,2025-03-20,194,1
267,114,11,1311.4299999999998,4,3,3,10,Loyal,1,120,2025-06-08,114,0
268,184,7,633.79,3,1,1,5,Regulars,1,180,2025-03-30,184,1
269,284,11,2289.38,2,3,4,9,Regulars,1,120,2024-12-20,284,1
270,133,9,2880.81,4,2,5,11,Big Spenders,1,120,2025-05-20,133,1
271,48,12,1819.24,5,4,4,13,Champions,1,90,2025-08-13,48,0
272,204,13,876.99,3,4,2,9,Regulars,1,90,2025-03-10,204,1
273,23,5,2545.54,5,1,4,10,Big Spenders,1,180,2025-09-07,23,0
274,161,13,2763.7200000000003,3,4,5,12,Big Spenders,1,90,2025-04-22,161,1
275,124,11,1189.49,4,3,2,9,Loyal,1,120,2025-05-29,124,1
276,84,3,239.64000000000001,4,1,1,6,Regulars,1,180,2025-07-08,84,0
277,463,8,2683.87,1,2,5,8,Regulars,1,180,2024-06-24,463,1
278,331,8,1002.8399999999999,2,2,2,6,Hibernating,1,180,2024-11-03,331,1
279,110,15,3256.75,4,5,5,14,Champions,1,90,2025-06-12,110,1
280,75,14,1007.08,4,5,2,11,Loyal,1,90,2025-07-17,75,0
281,623,17,2262.4300000000003,1,5,4,10,At Risk,1,90,2024-01-16,623,1
282,156,13,3438.37,3,4,5,12,Big Spenders,1,90,2025-04-27,156,1
283,180,12,2255.71,3,4,4,11,Big Spenders,1,90,2025-04-03,180,1
284,134,12,1088.05,4,4,2,10,Loyal,1,90,2025-05-19,134,1
285,63,10,752.5699999999999,5,3,1,9,Loyal,1,120,2025-07-29,63,0
286,139,7,887.9300000000001,4,1,2,7,Regulars,1,180,2025-05-14,139,0
287,541,12,1419.1299999999999,1,4,3,8,At Risk,1,90,2024-04-07,541,1
288,6,12,2070.88,5,4,4,13,Champions,1,90,2025-09-24,6,0
289,63,6,542.6899999999999,5,1,1,7,Regulars,1,180,2025-07-29,63,0
290,44,12,1837.06,5,4,4,13,Champions,1,90,2025-08-17,44,0
291,214,12,3980.23,3,4,5,12,Big Spenders,1,90,2025-02-28,214,1
292,73,12,2078.83,4,4,4,12,Champions,1,90,2025-07-19,73,0
293,767,10,1220.71,1,3,2,6,Regulars,1,120,2023-08-25,767,1
294,847,8,1103.72,1,2,2,5,Hibernating,1,180,2023-06-06,847,1
295,43,16,3817.0099999999998,5,5,5,15,Champions,1,90,2025-08-18,43,0
296,251,13,2223.82,2,4,4,10,At Risk,1,90,2025-01-22,251,1
297,225,8,1073.55,3,2,2,7,Regulars,1,180,2025-02-17,225,1
298,419,13,1431.81,2,4,3,9,At Risk,1,90,2024-08-07,419,1
299,96,11,994.98,4,3,2,9,Loyal,1,120,2025-06-26,96,0
300,192,7,777.76,3,1,1,5,Regulars,1,180,2025-03-22,192,1
301,567,6,1262.97,1,1,3,5,Regulars,1,180,2024-03-12,567,1
302,33,12,682.08,5,4,1,10,Loyal,1,90,2025-08-28,33,0
303,466,5,711.98,1,1,1,3,Hibernating,1,180,2024-06-21,466,1
304,792,12,2133.77,1,4,4,9,At Risk,1,90,2023-07-31,792,1
305,263,6,899.5899999999999,2,1,2,5,Hibernating,1,180,2025-01-10,263,1
306,164,11,1131.74,3,3,2,8,Regulars,1,120,2025-04-19,164,1
307,62,14,1566.3999999999999,5,5,3,13,Loyal,1,90,2025-07-30,62,0
308,346,8,868.85,2,2,2,6,Hibernating,1,180,2024-10-19,346,1
309,442,13,1577.87,2,4,3,9,At Risk,1,90,2024-07-15,442,1
310,131,11,1914.05,4,3,4,11,Loyal,1,120,2025-05-22,131,1
311,285,11,736.6700000000001,2,3,1,6,Regulars,1,120,2024-12-19,285,1
312,520,10,874.64,1,3,2,6,Regulars,1,120,2024-04-28,520,1
313,69,4,554.61,4,1,1,6,Regulars,1,180,2025-07-23,69,0
314,346,6,506.71999999999997,2,1,1,4,Hibernating,1,180,2024-10-19,346,1
315,116,16,3472.19,4,5,5,14,Champions,1,90,2025-06-06,116,1
316,229,11,2353.84,3,3,4,10,Big Spenders,1,120,2025-02-13,229,1
317,11,13,3321.01,5,4,5,14,Champions,1,90,2025-09-19,11,0
318,398,6,961.75,2,1,2,5,Hibernating,1,180,2024-08-28,398,1
319,481,19,2449.15,1,5,4,10,At Risk,1,90,2024-06-06,481,1
320,485,7,2737.0,1,1,5,7,Regulars,1,180,2024-06-02,485,1
321,4,11,4084.33,5,3,5,13,Loyal,1,120,2025-09-26,4,0
322,61,5,966.65,5,1,2,8,Regulars,1,180,2025-07-31,61,0
323,187,7,1407.3000000000002,3,1,3,7,Regulars,1,180,2025-03-27,187,1
324,52,10,1567.97,5,3,3,11,Loyal,1,120,2025-08-09,52,0
325,528,5,951.62,1,1,2,4,Hibernating,1,180,2024-04-20,528,1
326,133,9,2616.18,4,2,5,11,Big Spenders,1,120,2025-05-20,133,1
327,171,9,1244.87,3,2,3,8,Regulars,1,120,2025-04-12,171,1
328,19,16,1223.04,5,5,2,12,Loyal,1,90,2025-09-11,19,0
329,304,16,5102.6900000000005,2,5,5,12,At Risk,1,90,2024-11-30,304,1
330,528,12,2174.76,1,4,4,9,At Risk,1,90,2024-04-20,528,1
331,1062,9,2659.99,1,2,5,8,Regulars,1,120,2022-11-03,1062,1
332,476,3,224.15,1,1,1,3,Hibernating,1,180,2024-06-11,476,1
333,0,15,1706.51,5,5,3,13,Loyal,1,90,2025-09-30,0,0
334,244,7,473.43,3,1,1,5,Regulars,1,180,2025-01-29,244,1
335,300,14,2257.2,2,5,4,11,At Risk,1,90,2024-12-04,300,1
336,389,14,5309.2,2,5,5,12,At Risk,1,90,2024-09-06,389,1
337,69,11,1493.17,4,3,3,10,Loyal,1,120,2025-07-23,69,0
338,22,6,674.32,5,1,1,7,Regulars,1,180,2025-09-08,22,0
339,350,7,722.44,2,1,1,4,Hibernating,1,180,2024-10-15,350,1
340,188,13,3375.04,3,4,5,12,Big Spenders,1,90,2025-03-26,188,1
341,232,12,1185.04,3,4,2,9,Regulars,1,90,2025-02-10,232,1
342,6,15,2323.07,5,5,4,14,Champions,1,90,2025-09-24,6,0
343,91,15,2887.6099999999997,4,5,5,14,Champions,1,90,2025-07-01,91,1
344,175,11,877.82,3,3,2,8,Regulars,1,120,2025-04-08,175,1
345,65,9,1614.92,5,2,3,10,Regulars,1,120,2025-07-27,65,0
346,21,5,1115.79,5,1,2,8,Regulars,1,180,2025-09-09,21,0
347,174,13,1991.33,3,4,4,11,Big Spenders,1,90,2025-04-09,174,1
348,28,11,1704.2,5,3,3,11,Loyal,1,120,2025-09-02,28,0
