refund_id,order_id,payment_id,refund_date,refund_amount,currency,reason_code,processor_fee_refunded
105,1171,1254,2021-11-10 16:53:25,94.11,ZAR,shipping_issue,0.91
106,1204,1289,2023-05-01 09:49:56,43.07,EUR,shipping_issue,0.33
107,1214,1300,2021-12-07 10:08:12,20.77,USD,fraud_suspected,0.28
108,1232,1318,2025-10-21 21:51:10,140.14,USD,shipping_issue,0.88
109,1249,1335,2022-03-17 11:56:19,79.78,KES,changed_mind,0.75
110,1250,1336,2021-05-04 10:53:11,31.17,EUR,shipping_issue,0.2
111,1258,1344,2021-10-20 00:28:12,13.42,GBP,changed_mind,0.09
112,1258,1344,2021-10-20 00:28:12,19.28,GBP,shipping_issue,0.13
113,1277,1363,2023-03-31 01:23:49,22.58,ZAR,changed_mind,0.2
114,1303,1391,2021-06-19 15:03:32,22.51,EUR,customer_return,0.17
115,1312,1401,2024-04-17 10:12:27,21.43,GBP,shipping_issue,0.02
116,1312,1401,2024-04-17 10:12:27,1.13,GBP,changed_mind,0.01
117,1314,1403,2020-10-21 09:49:34,21.6,EUR,changed_mind,0.12
118,1361,1452,2021-07-01 20:40:58,39.23,CAD,shipping_issue,0.08
119,1362,1453,2018-04-21 02:43:20,23.44,USD,fraud_suspected,0.22
120,1393,1485,2021-09-23 04:43:55,41.45,USD,changed_mind,0.56
121,1412,1507,2024-06-13 14:11:39,29.71,SEK,damaged_in_transit,0.37
122,1421,1516,2024-04-03 04:39:15,52.68,CAD,faulty_item,0.26
123,1421,1516,2024-04-03 04:39:15,82.0,CAD,faulty_item,1.17
124,1425,1520,2021-03-17 10:18:43,1.39,ZAR,faulty_item,0.01
125,1425,1520,2021-03-17 10:18:43,33.88,ZAR,customer_return,0.31
126,1429,1524,2018-12-10 03:38:42,26.98,EUR,changed_mind,0.36
127,1429,1524,2018-12-10 03:38:42,8.67,EUR,faulty_item,0.11
128,1430,1525,2022-08-02 21:40:46,80.94,EUR,shipping_issue,1.0
129,1475,1570,2024-07-20 08:03:08,26.19,USD,shipping_issue,0.26
130,1475,1570,2024-07-20 08:03:08,57.04,USD,fraud_suspected,0.6
131,1529,1631,2019-10-04 06:32:30,152.0,USD,changed_mind,1.05
132,1538,1642,2019-03-04 18:50:25,14.73,AUD,faulty_item,0.0
133,1551,1657,2024-04-08 02:24:54,35.63,ZAR,faulty_item,0.36
134,1551,1657,2024-04-08 02:24:54,3.93,ZAR,customer_return,0.06
135,1561,1668,2023-01-18 19:31:57,34.88,EUR,damaged_in_transit,0.07
136,1575,1683,2025-10-21 13:29:26,29.49,EUR,damaged_in_transit,0.37
137,1578,1686,2024-12-28 09:15:53,19.95,USD,faulty_item,0.06
138,1583,1692,2022-05-24 09:46:10,3.38,USD,shipping_issue,0.0
139,1583,1692,2022-05-24 09:46:10,10.17,USD,fraud_suspected,0.14
140,1591,1701,2021-07-28 17:37:45,2.1,EUR,shipping_issue,0.02
141,1591,1701,2021-07-28 17:37:45,10.47,EUR,fraud_suspected,0.05
142,1610,1720,2019-06-09 04:38:02,26.26,GBP,shipping_issue,0.29
143,1618,1730,2021-01-17 01:11:02,6.77,EUR,damaged_in_transit,0.03
144,1624,1736,2023-09-11 12:13:26,29.22,GBP,faulty_item,0.32
145,1648,1761,2025-08-02 10:01:02,1246.1,KES,faulty_item,3.38
146,1671,1784,2023-04-23 04:46:00,25.17,USD,shipping_issue,0.21
147,1683,1796,2024-04-20 10:09:59,24.91,USD,changed_mind,0.36
148,1683,1796,2024-04-20 10:09:59,13.44,USD,changed_mind,0.04
149,1687,1800,2022-09-10 19:25:35,16.52,EUR,changed_mind,0.04
150,1702,1817,2024-02-21 10:28:16,7.58,AUD,damaged_in_transit,0.09
151,1702,1817,2024-02-21 10:28:16,10.59,AUD,damaged_in_transit,0.04
152,1725,1842,2023-07-21 21:43:03,15.07,ZAR,faulty_item,0.18
153,1732,1852,2021-10-25 08:07:52,87.96,USD,fraud_suspected,0.05
154,1737,1857,2025-01-11 11:56:11,44.31,USD,damaged_in_transit,0.31
155,1741,1861,2024-05-28 13:35:21,22.35,KES,fraud_suspected,0.04
156,1772,1894,2019-01-16 21:44:58,14.02,USD,customer_return,0.07
157,1782,1904,2022-04-21 06:12:36,21.15,GBP,shipping_issue,0.24
158,1788,1910,2024-04-12 07:34:40,1.75,CAD,faulty_item,0.01
159,1788,1910,2024-04-12 07:34:40,8.8,CAD,customer_return,0.08
160,1813,1936,2022-02-09 00:16:14,46.29,USD,changed_mind,0.27
161,1826,1949,2023-04-22 19:02:42,28.61,EUR,damaged_in_transit,0.36
162,1826,1949,2023-04-22 19:02:42,29.52,EUR,changed_mind,0.08
163,1846,1970,2022-12-16 03:24:44,63.94,AUD,shipping_issue,0.85
164,1854,1978,2024-09-10 13:48:53,5.63,CAD,changed_mind,0.07
165,1854,1978,2024-09-10 13:48:53,24.46,CAD,faulty_item,0.12
166,1862,1986,2022-01-27 03:51:56,53.92,USD,changed_mind,0.63
167,1866,1990,2020-06-17 17:32:04,61.76,EUR,customer_return,0.6
168,1869,1993,2023-10-18 01:10:43,48.03,USD,shipping_issue,0.61
169,1883,2008,2019-02-21 03:56:01,32.13,GBP,faulty_item,0.08
170,1884,2009,2025-02-20 18:09:48,90.02,ZAR,damaged_in_transit,0.96
171,1905,2031,2022-08-08 00:45:08,1.66,ZAR,fraud_suspected,0.01
172,1905,2031,2022-08-08 00:45:08,22.26,ZAR,damaged_in_transit,0.15
173,1935,2065,2021-08-24 10:42:04,34.38,CAD,faulty_item,0.1
174,1962,2095,2022-04-30 04:43:35,22.5,USD,faulty_item,0.08
175,1982,2115,2021-04-21 02:49:35,22.38,ZAR,damaged_in_transit,0.08
176,1983,2117,2018-10-18 09:32:07,63.52,USD,changed_mind,0.83
177,1994,2130,2022-09-21 19:48:42,102.75,GBP,faulty_item,0.68
178,2001,2137,2019-11-03 00:41:25,21.75,EUR,damaged_in_transit,0.29
179,2001,2137,2019-10-19 00:41:25,0.44,EUR,damaged_in_transit,0.01
180,2001,2137,2019-10-19 00:41:25,23.7,EUR,changed_mind,0.08
181,2003,2139,2021-12-07 02:51:07,42.66,USD,shipping_issue,0.51
182,2007,2143,2020-03-25 05:27:00,7.36,USD,shipping_issue,0.03
183,2011,2147,2022-10-10 04:38:52,28.38,EUR,customer_return,0.22
184,2017,2154,2023-04-08 14:47:12,23.48,AED,faulty_item,0.16
185,2020,2157,2020-06-22 23:40:00,12.42,USD,damaged_in_transit,0.06
186,2025,2163,2025-02-14 08:38:48,1633.14,CAD,damaged_in_transit,9.65
187,2034,2174,2020-10-29 22:43:01,7.02,KES,damaged_in_transit,0.09
188,2034,2174,2020-10-29 22:43:01,16.84,KES,faulty_item,0.04
189,2086,2228,2019-01-06 12:27:07,24.39,SEK,fraud_suspected,0.34
190,2086,2228,2019-01-06 12:27:07,0.14,SEK,fraud_suspected,0.0
191,2094,2238,2022-11-04 11:49:08,37.36,CAD,customer_return,0.47
192,2097,2241,2022-08-16 19:17:12,263.64,AUD,faulty_item,2.63
193,2097,2241,2022-08-16 19:17:12,564.68,AUD,changed_mind,3.21
194,2114,2261,2021-12-06 20:24:29,14.68,AUD,shipping_issue,0.18
195,2116,2263,2021-04-10 01:11:10,29.64,EUR,customer_return,0.04
196,2116,2263,2021-04-10 01:11:10,20.94,EUR,shipping_issue,0.31
197,2128,2275,2025-01-18 20:46:07,27.27,CAD,customer_return,0.24
198,2129,2276,2022-10-07 04:28:12,8.61,ZAR,changed_mind,0.04
199,2129,2276,2022-10-07 04:28:12,21.72,ZAR,shipping_issue,0.1
200,2130,2277,2018-06-24 16:07:31,25.53,USD,changed_mind,0.14
201,2145,2294,2025-09-30 16:58:12,32.96,USD,changed_mind,0.45
202,2156,2305,2019-08-22 10:42:50,16.19,USD,shipping_issue,0.02
203,2156,2305,2019-08-22 10:42:50,3.37,USD,faulty_item,0.01
204,2185,2334,2022-07-10 19:34:34,13.43,USD,faulty_item,0.17
205,2185,2334,2022-07-10 19:34:34,1.78,USD,damaged_in_transit,0.0
206,2191,2341,2025-02-10 05:01:02,27.15,USD,damaged_in_transit,0.31
207,2212,2364,2021-10-29 20:00:02,12.91,ZAR,customer_return,0.12
208,2212,2364,2021-10-29 20:00:02,2.54,ZAR,faulty_item,0.0
209,2226,2378,2024-01-10 22:40:22,119.83,AUD,fraud_suspected,0.44
210,2226,2378,2024-01-10 22:40:22,60.59,AUD,damaged_in_transit,0.27
211,2242,2395,2023-03-11 13:04:50,23.63,EUR,shipping_issue,0.27
212,2272,2428,2020-01-08 07:08:55,22.59,SEK,customer_return,0.02
213,2289,2447,2020-10-06 17:20:59,9.27,ZAR,changed_mind,0.05
214,2289,2447,2020-10-06 17:20:59,5.04,ZAR,faulty_item,0.06
215,2307,2465,2024-04-03 06:28:43,21.6,GBP,customer_return,0.09
216,2325,2483,2023-08-19 07:56:53,14.2,USD,faulty_item,0.06
217,2345,2503,2025-02-17 10:34:45,16.17,USD,fraud_suspected,0.09
218,2346,2504,2022-04-26 02:06:56,41.26,GBP,changed_mind,0.42
219,2346,2504,2022-02-17 02:06:56,15.86,GBP,shipping_issue,0.02
220,2351,2509,2022-10-05 01:12:27,16.73,USD,shipping_issue,0.22
221,2356,2515,2025-05-06 04:28:27,11.44,AUD,faulty_item,0.06
222,2356,2515,2025-05-06 04:28:27,14.07,AUD,fraud_suspected,0.12
223,2376,2536,2024-06-05 18:11:09,131.19,USD,fraud_suspected,1.43
224,2376,2536,2024-06-05 18:11:09,55.82,USD,fraud_suspected,0.23
225,2377,2537,2024-02-07 08:15:01,25.3,USD,customer_return,0.24
226,2386,2546,2020-09-14 21:58:47,19.01,USD,fraud_suspected,0.2
227,2466,2632,2025-06-18 05:51:54,28.05,USD,shipping_issue,0.39
228,2469,2635,2021-11-04 13:35:13,61.81,GBP,shipping_issue,0.29
229,2495,2668,2022-09-06 13:34:50,72.18,USD,shipping_issue,0.52
230,2514,2688,2018-03-25 20:07:34,21.23,USD,damaged_in_transit,0.04
231,2514,2688,2018-03-25 20:07:34,0.55,USD,faulty_item,0.0
232,2521,2698,2023-05-18 15:22:06,20.29,ZAR,shipping_issue,0.21
233,2522,2699,2024-09-05 08:01:43,13.17,GBP,damaged_in_transit,0.17
234,2522,2699,2024-09-05 08:01:43,0.67,GBP,faulty_item,0.01
235,2525,2703,2025-02-03 03:17:41,50.18,USD,damaged_in_transit,0.08
236,2525,2703,2025-01-19 03:17:41,17.74,USD,damaged_in_transit,0.17
237,2541,2720,2023-06-18 08:11:25,18.5,ZAR,changed_mind,0.19
238,2543,2722,2025-04-18 20:23:06,150.28,EUR,changed_mind,1.35
239,2547,2726,2022-08-07 14:26:46,50.29,USD,shipping_issue,0.66
240,2559,2738,2020-01-30 09:27:20,3.83,NZD,changed_mind,0.0
241,2559,2738,2020-01-30 09:27:20,38.62,NZD,shipping_issue,0.29
242,2562,2741,2021-08-23 04:45:24,49.57,USD,fraud_suspected,0.43
243,2562,2741,2021-08-23 04:45:24,12.9,USD,changed_mind,0.1
244,2568,2747,2022-01-21 07:32:59,133.33,GBP,faulty_item,1.89
245,2568,2747,2022-01-21 07:32:59,140.93,GBP,changed_mind,1.76
246,2607,2788,2023-09-12 22:49:18,37.35,ZAR,customer_return,0.25
247,2614,2795,2025-07-19 15:53:04,27.77,EUR,faulty_item,0.18
248,2620,2802,2024-05-29 17:57:27,45.9,GBP,fraud_suspected,0.05
249,2620,2802,2024-05-29 17:57:27,74.73,GBP,shipping_issue,0.52
250,2639,2822,2024-04-08 01:51:31,1.33,GBP,damaged_in_transit,0.0
251,2639,2822,2024-04-08 01:51:31,26.57,GBP,fraud_suspected,0.35
252,2668,2855,2023-11-05 21:17:37,35.21,SEK,faulty_item,0.25
253,2668,2855,2023-10-28 21:17:37,24.53,SEK,customer_return,0.25
254,2668,2855,2023-10-28 21:17:37,12.08,SEK,faulty_item,0.18
255,2678,2866,2023-09-10 19:54:58,112.12,ZAR,changed_mind,1.55
256,2682,2870,2019-12-22 11:49:33,386.47,GBP,damaged_in_transit,5.73
257,2712,2901,2020-12-12 23:32:51,12.07,AUD,customer_return,0.01
258,2714,2903,2021-05-09 16:55:26,35.13,ZAR,fraud_suspected,0.43
259,2717,2907,2021-03-13 12:58:42,9.3,CAD,damaged_in_transit,0.08
260,2717,2907,2021-03-13 12:58:42,20.08,CAD,faulty_item,0.16
261,2726,2919,2018-03-14 16:10:01,31.02,ZAR,shipping_issue,0.46
262,2741,2934,2022-03-06 05:30:29,43.97,KES,customer_return,0.46
263,2741,2934,2022-03-06 05:30:29,5.31,KES,shipping_issue,0.03
264,2760,2955,2018-08-06 22:43:21,26.7,USD,fraud_suspected,0.16
265,2760,2955,2018-08-06 22:43:21,2.26,USD,faulty_item,0.02
266,2762,2957,2021-08-01 02:34:37,22.24,ZAR,faulty_item,0.03
267,2783,2979,2019-03-24 12:04:30,7.55,ZAR,damaged_in_transit,0.04
268,2783,2979,2019-03-24 12:04:30,32.92,ZAR,shipping_issue,0.08
269,2787,2983,2018-06-13 09:56:35,30.43,USD,faulty_item,0.05
270,2801,2998,2025-02-16 12:59:58,26.32,ZAR,customer_return,0.07
271,2801,2998,2025-02-16 12:59:58,2.76,ZAR,fraud_suspected,0.04
272,2801,2998,2025-02-15 12:59:58,10.86,ZAR,changed_mind,0.04
273,2822,3020,2023-11-09 11:21:19,19.36,GBP,damaged_in_transit,0.21
274,2823,3021,2022-08-11 09:46:53,17.16,USD,faulty_item,0.06
275,2837,3037,2022-01-26 21:54:50,14.72,EUR,shipping_issue,0.22
276,2844,3044,2021-10-20 22:40:01,6.41,EUR,changed_mind,0.07
277,2844,3044,2021-10-20 22:40:01,9.96,EUR,faulty_item,0.07
278,2862,3062,2025-01-13 07:49:48,25.73,USD,faulty_item,0.26
279,2874,3074,2024-03-26 07:23:05,23.73,CAD,faulty_item,0.06
280,2892,3093,2024-03-08 15:41:17,16.43,AUD,shipping_issue,0.13
281,2909,3111,2025-04-10 22:37:52,15.57,GBP,customer_return,0.23
282,2909,3111,2025-04-10 22:37:52,8.71,GBP,damaged_in_transit,0.05
283,2913,3115,2020-05-25 12:38:01,27.09,EUR,faulty_item,0.38
284,2913,3115,2020-05-25 12:38:01,0.99,EUR,shipping_issue,0.0
285,2914,3116,2019-07-19 16:37:47,29.1,USD,customer_return,0.12
286,2944,3148,2023-04-28 15:20:55,38.66,EUR,shipping_issue,0.57
287,2969,3173,2020-09-16 05:14:55,67.19,KES,damaged_in_transit,0.78
288,2970,3174,2022-04-03 07:47:46,35.86,GBP,changed_mind,0.23
289,2980,3185,2020-02-10 18:48:29,54.91,SEK,fraud_suspected,0.03
290,3006,3214,2025-09-01 18:39:14,25.65,EUR,changed_mind,0.15
291,3006,3214,2025-09-01 18:39:14,2.41,EUR,shipping_issue,0.01
292,3031,3243,2021-01-21 13:31:13,66.08,USD,shipping_issue,0.23
293,3064,3281,2019-07-01 10:33:27,88.15,USD,fraud_suspected,0.86
294,3088,3310,2019-07-12 00:02:22,13.67,NZD,changed_mind,0.06
295,3088,3310,2019-07-12 00:02:22,2.46,NZD,faulty_item,0.01
296,3094,3316,2020-05-13 09:21:58,19.97,USD,customer_return,0.07
297,3094,3316,2020-05-13 09:21:58,0.09,USD,fraud_suspected,0.0
298,3100,3323,2021-10-27 05:06:45,119.75,CAD,changed_mind,0.5
299,3108,3332,2019-12-11 02:15:09,43.32,USD,shipping_issue,0.25
300,3125,3349,2020-11-02 10:05:13,23.85,USD,shipping_issue,0.12
301,3125,3349,2020-11-07 10:05:13,56.76,USD,customer_return,0.41
302,3125,3349,2020-11-07 10:05:13,73.11,USD,faulty_item,0.33
303,3137,3361,2019-09-20 17:26:53,35.58,NZD,damaged_in_transit,0.06
304,3152,3376,2018-01-25 06:17:48,39.32,ZAR,shipping_issue,0.33
305,3153,3377,2021-01-29 10:56:01,8.57,USD,fraud_suspected,0.12
306,3154,3378,2023-02-03 07:01:24,42.26,AUD,faulty_item,0.6
307,3158,3383,2019-09-12 09:11:12,41.49,USD,changed_mind,0.34
308,3172,3399,2023-03-31 11:28:27,903.28,USD,changed_mind,13.12
309,3172,3399,2023-03-31 11:28:27,277.45,USD,faulty_item,2.89
310,3185,3414,2022-05-02 17:56:08,56.51,CAD,customer_return,0.1
311,3185,3414,2022-05-02 17:56:08,37.69,CAD,shipping_issue,0.48
312,3201,3430,2019-03-02 11:28:49,21.66,EUR,shipping_issue,0.3
313,3210,3439,2018-10-26 04:59:44,59.84,EUR,fraud_suspected,0.56
314,3212,3441,2025-01-26 14:38:58,14.81,ZAR,faulty_item,0.02
315,3212,3441,2025-01-26 14:38:58,2.37,ZAR,customer_return,0.03
316,3253,3486,2024-11-09 11:25:56,19.98,ZAR,shipping_issue,0.29
317,3282,3516,2024-02-05 16:20:12,23.5,ZAR,faulty_item,0.12
318,3299,3535,2020-07-30 20:31:58,3.27,USD,damaged_in_transit,0.03
319,3299,3535,2020-07-30 20:31:58,29.22,USD,faulty_item,0.15
320,3307,3545,2018-05-02 09:42:10,21.73,USD,shipping_issue,0.25
321,3308,3546,2022-03-20 22:36:23,11.01,USD,customer_return,0.07
322,3312,3550,2024-01-31 23:22:26,24.09,EUR,changed_mind,0.24
323,3334,3573,2020-06-07 21:12:34,21.51,ZAR,customer_return,0.15
324,3337,3576,2022-01-15 00:49:50,16.99,USD,shipping_issue,0.01
325,3344,3584,2020-06-02 15:45:06,23.46,EUR,faulty_item,0.21
326,3345,3585,2019-06-17 10:32:28,10.13,CAD,shipping_issue,0.11
327,3345,3585,2019-06-17 10:32:28,7.97,CAD,customer_return,0.11
328,3376,3619,2022-11-26 15:51:02,9.57,GBP,changed_mind,0.09
329,3376,3619,2022-11-26 15:51:02,90.79,GBP,shipping_issue,0.02
330,3389,3632,2018-02-05 14:38:04,11.92,AED,shipping_issue,0.05
331,3390,3633,2023-03-24 16:37:24,20.23,EUR,damaged_in_transit,0.0
332,3400,3643,2024-05-28 03:02:31,36.61,EUR,changed_mind,0.06
333,3400,3643,2024-05-28 03:02:31,6.54,EUR,shipping_issue,0.03
334,3452,3695,2019-11-30 13:46:35,19.15,ZAR,shipping_issue,0.28
335,3452,3695,2019-11-30 13:46:35,31.02,ZAR,fraud_suspected,0.36
336,3460,3704,2020-05-02 15:37:26,17.52,USD,fraud_suspected,0.04
337,3493,3741,2022-11-08 11:28:28,20.97,ZAR,shipping_issue,0.24
338,3496,3744,2020-04-27 20:14:55,27.16,GBP,customer_return,0.24
339,3496,3744,2020-04-27 20:14:55,9.45,GBP,fraud_suspected,0.06
340,3520,3772,2018-05-22 14:04:34,30.87,GBP,customer_return,0.15
341,3520,3771,2018-05-19 14:04:34,66.12,GBP,changed_mind,0.41
342,3532,3785,2025-01-01 07:52:35,18.21,AED,shipping_issue,0.14
343,3539,3792,2022-03-13 01:08:42,33.37,GBP,shipping_issue,0.13
344,3582,3836,2023-10-21 05:51:29,43.46,EUR,faulty_item,0.51
345,3589,3845,2019-01-18 21:39:59,25.79,ZAR,faulty_item,0.3
346,3589,3845,2019-01-18 21:39:59,8.78,ZAR,faulty_item,0.13
347,3592,3848,2022-04-12 07:38:32,55.56,EUR,damaged_in_transit,0.21
348,3608,3866,2019-06-26 20:40:06,43.3,GBP,shipping_issue,0.64
349,3628,3886,2021-06-07 22:27:08,9.32,ZAR,fraud_suspected,0.07
350,3628,3886,2021-06-07 22:27:08,22.18,ZAR,fraud_suspected,0.13
351,3644,3902,2022-08-12 15:46:14,23.11,ZAR,damaged_in_transit,0.17
352,3654,3915,2024-02-06 17:46:52,28.73,USD,faulty_item,0.07
353,3676,3937,2019-01-22 18:11:24,12.06,AUD,customer_return,0.12
354,3684,3945,2020-05-19 08:16:44,30.7,GBP,damaged_in_transit,0.21
355,3690,3951,2024-11-20 22:42:34,10.71,USD,customer_return,0.12
