product_id,category_id,subcategory_id,subsubcategory_id,brand,unit_price,cost_price,weight_grams,seasonality,launch_date,discontinued_at,is_sustainable
84,106,10044,1000147,Brand_106_1,18.49,12.12,5635,winter,2025-01-25,,False
85,110,10073,1000233,Brand_110_2,203.25,98.0,9995,all_season,2024-04-15,,False
86,102,10015,1000056,Brand_102_1,28.28,18.9,2928,winter,2018-12-03,,False
87,105,10033,1000113,Brand_105_3,357.87,209.05,105,all_season,2019-04-19,,False
88,105,10039,1000130,Brand_105_4,33.77,21.51,4671,summer,2020-06-01,,False
89,110,10075,1000238,Brand_110_3,27.19,14.94,8202,all_season,2023-09-07,2024-07-05,False
90,109,10068,1000218,Brand_109_1,54.38,31.75,4682,all_season,2023-09-04,,False
91,104,10032,1000109,Brand_104_2,136.36,86.48,7993,all_season,2025-08-27,,False
92,101,10002,1000006,Brand_101_5,23.5,15.86,1811,winter,2024-06-20,,False
93,102,10009,1000033,Brand_102_3,136.66,90.57,3567,winter,2022-06-19,2025-09-21,True
94,110,10076,1000243,Brand_110_2,9.46,4.3,4374,all_season,2021-05-31,,False
95,103,10021,1000075,Brand_103_4,37.73,19.41,2601,all_season,2025-03-06,,False
96,106,10041,1000136,Brand_106_4,373.57,212.62,6366,all_season,2024-07-01,,False
97,109,10066,1000212,Brand_109_4,13.53,6.48,6283,all_season,2022-04-23,,False
98,104,10029,1000100,Brand_104_2,34.0,18.03,3794,winter,2023-08-02,,True
99,107,10053,1000172,Brand_107_3,46.74,22.06,1392,all_season,2025-09-25,,False
100,110,10078,1000247,Brand_110_2,18.97,12.3,9360,all_season,2024-06-23,,False
101,105,10034,1000117,Brand_105_2,36.36,18.01,9812,all_season,2023-01-30,,False
102,109,10072,1000229,Brand_109_5,34.78,17.4,6991,all_season,2023-08-15,,False
103,103,10017,1000062,Brand_103_5,1816.91,995.87,10585,all_season,2019-09-08,,False
104,107,10051,1000166,Brand_107_3,27.68,16.19,4720,all_season,2025-06-05,,False
105,108,10060,1000194,Brand_108_5,54.1,32.79,2020,all_season,2025-03-11,,False
106,108,10059,1000192,Brand_108_4,34.9,17.16,5792,all_season,2023-07-29,,False
107,106,10048,1000157,Brand_106_5,25.72,13.17,1000,summer,2024-02-22,,False
108,105,10036,1000123,Brand_105_4,225.33,143.91,11095,all_season,2020-03-25,,False
109,108,10057,1000184,Brand_108_3,189.79,108.48,2421,all_season,2018-05-10,2023-10-16,False
110,102,10011,1000043,Brand_102_2,36.61,21.96,5829,summer,2023-02-09,,False
111,101,10006,1000023,Brand_101_2,47.46,23.18,10430,summer,2020-09-11,,False
112,107,10052,1000171,Brand_107_5,32.12,21.94,4501,all_season,2023-02-07,,False
113,101,10008,1000031,Brand_101_4,15.83,10.04,11609,all_season,2025-09-27,,True
114,106,10045,1000149,Brand_106_1,93.48,45.93,9447,all_season,2023-01-29,,False
115,106,10043,1000143,Brand_106_1,117.3,62.61,3557,all_season,2020-07-25,,False
116,104,10025,1000090,Brand_104_1,140.7,95.67,8627,all_season,2019-04-20,,False
117,107,10052,1000171,Brand_107_2,42.92,21.09,3622,all_season,2024-02-03,,False
118,106,10047,1000154,Brand_106_2,14.28,6.47,5638,all_season,2020-04-28,,False
119,105,10035,1000118,Brand_105_4,35.18,17.45,4472,all_season,2020-09-16,,False
120,109,10066,1000211,Brand_109_5,61.64,33.12,2767,summer,2019-03-05,,False
121,101,10005,1000019,Brand_101_1,71.07,39.81,10403,all_season,2020-08-04,,False
122,106,10048,1000157,Brand_106_4,7.67,3.6,4923,winter,2023-03-17,,False
123,102,10015,1000055,Brand_102_4,43.25,26.59,882,all_season,2023-02-02,,False
124,110,10080,1000253,Brand_110_5,21.65,12.96,3360,all_season,2021-07-11,,False
125,103,10022,1000078,Brand_103_4,65.85,45.48,5669,all_season,2024-11-21,,False
126,109,10065,1000210,Brand_109_5,41.73,18.91,9016,all_season,2018-05-27,,False
127,101,10008,1000029,Brand_101_3,55.05,36.02,6085,winter,2021-11-10,,True
128,101,10005,1000020,Brand_101_5,29.91,18.13,1329,all_season,2020-12-12,,False
129,103,10024,1000086,Brand_103_1,27.24,16.11,2156,all_season,2018-05-08,,False
130,109,10065,1000209,Brand_109_1,38.15,19.73,2649,all_season,2021-07-28,,False
131,110,10074,1000235,Brand_110_5,18.64,12.58,10899,winter,2018-03-16,,False
132,102,10011,1000042,Brand_102_3,29.3,17.41,10323,all_season,2021-11-02,,True
133,103,10024,1000086,Brand_103_3,38.12,22.88,6186,all_season,2022-09-05,,False
134,108,10059,1000190,Brand_108_1,56.85,32.96,4275,summer,2021-10-18,,True
135,105,10034,1000115,Brand_105_3,23.66,12.35,7729,all_season,2018-07-06,,False
136,104,10028,1000098,Brand_104_4,15.28,8.39,2761,all_season,2023-10-18,,False
137,110,10075,1000239,Brand_110_2,46.25,21.41,7151,all_season,2023-07-20,,False
138,110,10077,1000245,Brand_110_4,14.36,7.7,2393,all_season,2021-05-25,,False
139,101,10007,1000025,Brand_101_1,48.87,31.76,8413,all_season,2018-04-12,,False
140,102,10012,1000044,Brand_102_3,24.3,15.84,7010,summer,2018-11-26,,False
141,101,10003,1000012,Brand_101_5,59.47,37.65,2758,all_season,2022-02-17,,False
142,101,10007,1000025,Brand_101_2,35.37,23.9,5437,winter,2019-05-04,,True
143,101,10003,1000010,Brand_101_5,16.64,8.79,4480,all_season,2018-05-17,,True
144,102,10016,1000059,Brand_102_1,138.84,95.25,6787,all_season,2024-08-16,,False
145,110,10073,1000234,Brand_110_3,254.46,137.71,2717,summer,2021-01-26,,False
146,109,10068,1000218,Brand_109_5,67.6,42.67,8280,winter,2024-12-19,,False
147,106,10042,1000141,Brand_106_5,53.37,32.23,11763,summer,2019-06-30,2021-08-26,False
148,101,10005,1000018,Brand_101_2,38.69,26.49,3860,summer,2020-03-24,,False
149,109,10069,1000221,Brand_109_2,32.68,19.45,1821,all_season,2018-09-23,,False
150,103,10024,1000084,Brand_103_3,24.4,15.48,3810,summer,2021-03-11,,False
151,106,10044,1000146,Brand_106_2,11.43,7.09,10476,all_season,2023-10-10,,False
152,102,10010,1000039,Brand_102_5,17.05,11.42,11657,all_season,2023-02-12,,False
153,101,10001,1000004,Brand_101_5,558.47,322.89,11643,summer,2020-04-04,,False
154,101,10001,1000003,Brand_101_1,685.05,449.77,1846,all_season,2019-12-28,,False
155,105,10036,1000122,Brand_105_5,153.77,89.0,9091,all_season,2024-03-13,,False
156,101,10003,1000013,Brand_101_3,36.51,18.47,10272,summer,2019-08-03,,True
157,104,10030,1000105,Brand_104_4,14.56,8.29,1268,all_season,2021-09-17,2021-11-25,False
158,106,10042,1000139,Brand_106_1,22.34,10.54,9225,winter,2018-02-07,,False
159,104,10025,1000090,Brand_104_1,185.01,88.32,9037,summer,2019-08-16,,False
160,103,10017,1000062,Brand_103_3,1357.78,812.09,2795,all_season,2023-03-05,,False
161,102,10009,1000033,Brand_102_3,163.37,100.41,1754,winter,2025-02-17,,False
162,108,10059,1000191,Brand_108_2,39.18,24.48,4845,summer,2019-07-11,,True
163,101,10006,1000023,Brand_101_1,37.57,16.92,11571,all_season,2023-07-06,,False
164,101,10003,1000013,Brand_101_2,30.45,18.4,1186,all_season,2018-12-26,,False
165,104,10025,1000088,Brand_104_5,135.85,70.76,11768,all_season,2021-06-01,,False
166,103,10022,1000079,Brand_103_1,36.76,25.11,5134,all_season,2023-03-03,,False
167,108,10059,1000192,Brand_108_1,27.12,16.15,2802,summer,2024-03-07,,False
168,101,10008,1000029,Brand_101_4,36.45,20.47,9004,summer,2024-08-25,,True
169,102,10009,1000033,Brand_102_1,140.83,90.5,11851,summer,2020-01-08,,False
170,106,10042,1000141,Brand_106_5,10.81,7.17,3392,all_season,2024-01-14,,False
171,107,10054,1000175,Brand_107_2,61.38,31.81,2946,all_season,2020-09-15,,False
172,108,10058,1000187,Brand_108_2,68.09,47.06,1732,winter,2021-11-11,,False
173,107,10051,1000166,Brand_107_4,22.4,10.25,9034,all_season,2022-12-15,,False
174,103,10020,1000072,Brand_103_5,22.92,11.23,1034,all_season,2019-06-04,,False
175,110,10077,1000244,Brand_110_2,43.93,30.39,7775,all_season,2025-08-13,,False
176,110,10074,1000236,Brand_110_3,28.75,14.72,8762,summer,2020-10-13,,False
177,110,10077,1000245,Brand_110_5,52.58,27.74,3838,summer,2018-10-01,,False
178,110,10075,1000239,Brand_110_5,23.13,13.88,9809,all_season,2019-12-30,,False
179,106,10041,1000136,Brand_106_4,504.18,245.27,6781,all_season,2022-08-23,2022-12-22,False
180,108,10063,1000202,Brand_108_2,52.74,33.96,8082,all_season,2022-11-04,,True
181,105,10034,1000116,Brand_105_5,15.46,10.73,139,all_season,2018-05-23,,False
182,102,10013,1000049,Brand_102_2,18.01,12.39,8558,all_season,2023-04-10,,False
183,109,10070,1000223,Brand_109_3,89.71,59.9,9955,all_season,2021-01-12,,False
184,101,10002,1000007,Brand_101_4,40.32,24.81,257,all_season,2018-01-22,,False
185,102,10011,1000041,Brand_102_3,29.31,18.5,7229,winter,2022-04-10,,False
186,102,10015,1000055,Brand_102_4,16.98,9.64,4830,summer,2024-06-14,,False
187,103,10023,1000082,Brand_103_5,43.74,25.08,11213,summer,2018-02-04,,False
188,108,10064,1000207,Brand_108_4,11.04,5.68,7055,all_season,2023-06-01,,False
189,101,10001,1000004,Brand_101_1,489.41,282.0,1762,all_season,2024-10-03,2025-06-17,False
190,107,10049,1000162,Brand_107_2,50.52,32.75,1444,winter,2019-09-29,,False
191,102,10011,1000040,Brand_102_2,25.3,16.29,10389,all_season,2022-06-11,,False
192,101,10001,1000002,Brand_101_1,437.09,216.47,11294,all_season,2022-03-06,,False
193,110,10078,1000248,Brand_110_3,89.7,42.5,3266,winter,2023-08-03,,False
194,101,10001,1000005,Brand_101_1,491.83,261.31,5593,all_season,2018-10-28,,False
195,101,10003,1000010,Brand_101_5,10.46,6.87,9522,all_season,2022-12-05,,False
196,103,10017,1000064,Brand_103_5,1464.05,790.31,9549,summer,2023-05-11,,False
197,102,10013,1000049,Brand_102_2,40.86,24.37,1792,all_season,2021-06-28,,False
198,105,10039,1000130,Brand_105_5,41.95,20.17,9558,all_season,2023-12-07,,False
199,102,10016,1000059,Brand_102_2,34.58,15.92,4635,winter,2024-04-08,,True
200,109,10071,1000226,Brand_109_1,11.03,5.85,9450,all_season,2024-12-17,,False
201,102,10010,1000038,Brand_102_1,60.92,30.49,4520,summer,2021-09-26,,False
202,104,10027,1000096,Brand_104_1,18.69,9.51,9760,summer,2024-06-16,,False
203,106,10048,1000158,Brand_106_2,124.2,82.87,1036,all_season,2020-03-24,,False
204,101,10008,1000031,Brand_101_1,32.08,19.72,3174,all_season,2024-08-05,,False
205,110,10076,1000242,Brand_110_1,13.63,9.09,5258,all_season,2025-03-17,,False
206,108,10063,1000203,Brand_108_3,55.26,37.0,3223,winter,2022-06-26,,False
207,106,10042,1000141,Brand_106_1,28.12,18.4,1417,winter,2019-03-31,2021-04-09,False
208,106,10044,1000147,Brand_106_5,70.57,38.61,5642,all_season,2020-01-06,,False
209,109,10068,1000218,Brand_109_2,17.22,10.52,9203,all_season,2020-10-23,,False
210,108,10060,1000194,Brand_108_3,39.32,22.4,1227,summer,2021-03-02,,False
211,102,10012,1000044,Brand_102_4,8.77,5.15,10787,all_season,2024-10-10,2025-02-23,True
212,102,10012,1000047,Brand_102_2,24.7,11.56,6592,winter,2019-12-16,,False
213,106,10042,1000141,Brand_106_5,21.87,12.5,7201,all_season,2024-12-16,,False
214,102,10009,1000035,Brand_102_2,132.65,78.96,155,all_season,2022-08-09,,False
215,104,10025,1000090,Brand_104_5,140.65,87.24,7102,summer,2024-06-17,,False
216,108,10057,1000184,Brand_108_5,30.34,20.96,9717,summer,2023-01-20,,True
217,104,10031,1000106,Brand_104_4,37.94,22.7,3147,summer,2018-01-10,,False
218,107,10052,1000170,Brand_107_2,114.18,77.07,4865,all_season,2020-05-08,,False
219,101,10005,1000019,Brand_101_4,42.08,27.45,5060,all_season,2022-01-02,,False
220,109,10071,1000227,Brand_109_4,54.1,36.1,680,all_season,2019-10-24,2022-08-06,False
221,101,10003,1000011,Brand_101_2,24.37,14.59,7471,summer,2021-09-05,,False
222,103,10018,1000067,Brand_103_1,15.59,8.74,6830,all_season,2024-11-11,,False
223,101,10005,1000019,Brand_101_1,13.37,9.04,6814,summer,2020-01-14,,False
224,103,10020,1000073,Brand_103_4,58.86,31.25,10156,winter,2019-12-09,,False
225,108,10058,1000188,Brand_108_3,23.52,13.76,7447,all_season,2018-03-08,,False
226,101,10001,1000003,Brand_101_4,452.88,225.34,5299,all_season,2025-09-18,,False
227,109,10067,1000215,Brand_109_4,22.47,13.27,11861,all_season,2024-05-23,,False
228,104,10031,1000106,Brand_104_4,32.12,15.23,682,all_season,2019-10-19,,False
229,101,10001,1000003,Brand_101_1,202.04,141.05,8605,winter,2018-10-13,,False
230,109,10065,1000210,Brand_109_1,27.83,18.01,4945,summer,2024-11-12,,False
231,106,10043,1000142,Brand_106_1,132.12,70.74,2458,summer,2023-07-04,,False
232,103,10018,1000067,Brand_103_4,26.46,14.53,7624,all_season,2018-11-07,,False
233,106,10043,1000143,Brand_106_3,153.35,83.6,11529,all_season,2018-05-14,,False
234,101,10004,1000014,Brand_101_1,31.36,14.75,7892,summer,2018-05-10,,False
235,109,10065,1000210,Brand_109_2,60.17,29.07,4309,all_season,2021-02-07,,False
236,107,10055,1000180,Brand_107_2,43.0,24.75,2010,all_season,2022-08-04,,True
237,109,10071,1000226,Brand_109_2,13.88,6.52,7229,all_season,2018-04-02,,False
238,106,10044,1000146,Brand_106_5,33.78,17.55,2544,all_season,2023-02-28,2023-08-06,False
239,109,10066,1000211,Brand_109_4,62.13,30.94,6538,summer,2019-11-21,2022-12-04,False
240,109,10067,1000215,Brand_109_2,10.93,5.57,5498,all_season,2020-06-01,,False
241,104,10028,1000097,Brand_104_4,36.17,23.64,1432,winter,2020-03-30,,False
242,107,10055,1000178,Brand_107_2,33.17,16.01,7920,all_season,2023-08-07,,False
243,109,10067,1000214,Brand_109_3,44.6,28.65,4531,summer,2024-09-18,2025-01-04,False
244,109,10067,1000215,Brand_109_4,50.28,24.35,5592,all_season,2024-03-10,,False
245,107,10056,1000181,Brand_107_2,19.17,11.25,4848,all_season,2022-11-27,,False
246,108,10061,1000196,Brand_108_1,32.56,21.69,4769,all_season,2020-01-14,,False
247,106,10048,1000157,Brand_106_4,74.38,50.06,4250,summer,2019-01-28,,False
248,102,10013,1000048,Brand_102_5,29.51,15.16,7227,all_season,2024-03-29,,False
249,102,10009,1000034,Brand_102_1,101.55,51.46,8130,summer,2020-05-05,,True
250,107,10053,1000172,Brand_107_1,10.08,5.83,10390,summer,2018-03-28,,True
251,106,10046,1000152,Brand_106_5,8.68,4.91,9916,all_season,2021-05-19,,False
252,110,10074,1000235,Brand_110_1,36.68,20.29,9014,all_season,2025-01-11,,True
253,109,10070,1000224,Brand_109_1,55.79,36.02,8601,all_season,2024-11-15,,False
254,105,10037,1000126,Brand_105_2,33.76,17.39,9882,all_season,2019-01-13,,False
255,101,10003,1000010,Brand_101_2,23.24,16.15,10663,all_season,2024-01-17,,False
256,105,10037,1000124,Brand_105_4,55.16,26.98,571,winter,2020-07-24,,True
257,110,10073,1000232,Brand_110_4,74.06,44.68,11079,winter,2023-06-27,,False
258,107,10053,1000174,Brand_107_4,11.34,5.14,9809,winter,2018-02-08,,False
259,101,10005,1000018,Brand_101_2,16.73,11.62,351,all_season,2019-10-09,,True
260,103,10024,1000086,Brand_103_4,46.2,29.49,9610,all_season,2020-02-09,,False
261,101,10007,1000027,Brand_101_1,32.87,16.03,8702,all_season,2024-10-04,,False
262,108,10059,1000191,Brand_108_2,44.48,21.19,72,all_season,2023-01-05,,False
263,109,10072,1000229,Brand_109_4,30.69,13.88,6322,all_season,2019-05-30,,True
264,109,10070,1000224,Brand_109_1,16.89,11.32,8083,summer,2021-11-29,,False
265,106,10047,1000155,Brand_106_4,19.24,11.25,3029,summer,2025-04-03,,False
266,108,10064,1000206,Brand_108_3,75.02,37.56,3539,all_season,2025-03-19,,False
267,103,10019,1000070,Brand_103_4,21.13,13.32,1063,all_season,2023-01-03,,True
268,104,10030,1000103,Brand_104_3,10.47,4.72,10327,summer,2018-07-07,,True
269,105,10035,1000119,Brand_105_4,33.65,21.23,4481,winter,2024-12-22,,False
270,107,10049,1000162,Brand_107_5,59.82,35.88,11501,all_season,2023-03-17,,False
271,103,10021,1000076,Brand_103_4,48.57,31.43,10308,all_season,2020-01-10,,False
272,109,10070,1000225,Brand_109_2,56.0,26.44,1701,summer,2019-04-21,,False
273,110,10079,1000252,Brand_110_2,104.42,63.63,709,all_season,2023-07-04,,False
274,105,10037,1000124,Brand_105_3,24.61,13.44,3521,summer,2019-05-15,,False
275,108,10064,1000205,Brand_108_2,49.15,29.32,2807,all_season,2023-03-16,,True
276,102,10009,1000035,Brand_102_1,290.1,161.71,8049,summer,2023-09-28,,False
277,104,10029,1000100,Brand_104_5,32.62,18.24,3434,summer,2021-04-20,,False
278,102,10016,1000057,Brand_102_5,87.77,55.98,6918,summer,2020-05-25,2024-03-20,False
279,107,10050,1000163,Brand_107_1,53.92,37.4,11713,all_season,2022-06-30,,False
280,103,10020,1000073,Brand_103_3,22.62,12.94,9961,summer,2024-04-16,,False
281,107,10055,1000178,Brand_107_1,12.56,8.48,721,all_season,2021-03-17,,False
282,106,10045,1000149,Brand_106_1,18.83,8.72,2589,all_season,2023-12-30,,False
283,103,10023,1000082,Brand_103_5,42.32,21.07,10594,all_season,2023-02-24,,False
284,108,10058,1000189,Brand_108_4,22.49,10.76,7395,all_season,2020-06-13,,False
285,110,10078,1000247,Brand_110_5,40.69,20.62,6221,all_season,2022-09-01,,False
286,104,10028,1000098,Brand_104_5,33.76,15.88,10899,all_season,2020-05-02,,False
287,102,10016,1000057,Brand_102_2,25.88,14.31,3800,all_season,2018-12-10,,True
288,102,10016,1000059,Brand_102_1,100.03,56.5,1777,all_season,2025-02-21,,False
289,101,10005,1000020,Brand_101_5,79.09,50.5,5824,summer,2024-03-10,,False
290,101,10004,1000014,Brand_101_1,38.52,19.63,11290,all_season,2020-05-30,2025-05-17,False
291,108,10062,1000200,Brand_108_2,21.78,14.15,10056,all_season,2021-04-16,,False
292,101,10003,1000011,Brand_101_1,14.38,7.2,11899,summer,2024-12-30,,False
293,103,10024,1000085,Brand_103_5,58.99,29.43,2335,all_season,2025-02-14,,False
294,105,10039,1000130,Brand_105_1,15.5,8.2,6580,winter,2018-10-10,,False
295,107,10049,1000161,Brand_107_2,26.19,14.17,737,summer,2024-04-26,,False
296,101,10005,1000019,Brand_101_4,34.79,23.33,7233,all_season,2023-03-26,,False
297,107,10049,1000162,Brand_107_1,17.22,7.8,9802,summer,2024-02-22,,False
298,105,10037,1000126,Brand_105_5,28.78,15.68,276,summer,2018-09-22,,False
299,109,10066,1000211,Brand_109_2,38.56,20.38,9396,all_season,2022-12-27,,False
300,110,10078,1000248,Brand_110_5,49.53,23.37,9222,all_season,2025-02-06,,False
301,102,10016,1000058,Brand_102_5,17.67,10.5,6466,all_season,2022-08-02,,False
302,102,10009,1000033,Brand_102_1,332.27,160.01,6099,winter,2020-07-24,2023-07-29,False
303,108,10062,1000201,Brand_108_5,53.37,26.89,7408,summer,2021-08-29,,False
304,106,10043,1000142,Brand_106_1,127.58,86.23,7618,all_season,2022-11-23,,False
305,109,10070,1000225,Brand_109_4,26.88,14.65,191,all_season,2020-04-19,,False
306,110,10080,1000255,Brand_110_5,17.7,8.45,8837,summer,2019-02-28,,False
307,109,10067,1000215,Brand_109_5,41.0,28.42,2996,all_season,2024-05-20,2025-05-11,False
308,103,10020,1000073,Brand_103_5,22.58,11.88,1581,all_season,2019-02-02,,False
309,107,10050,1000164,Brand_107_3,29.29,13.27,11689,winter,2022-08-05,,False
310,108,10058,1000187,Brand_108_3,27.33,17.29,90,summer,2018-03-09,,False
311,105,10037,1000125,Brand_105_2,54.4,27.0,4840,all_season,2020-12-21,,True
312,102,10009,1000035,Brand_102_3,161.71,83.6,9827,all_season,2019-10-23,,False
313,108,10060,1000195,Brand_108_2,85.37,49.63,9300,all_season,2019-12-29,,True
314,104,10025,1000087,Brand_104_3,143.49,80.01,10621,all_season,2024-01-31,,False
315,101,10007,1000026,Brand_101_4,27.33,18.78,9815,all_season,2018-06-28,,False
