order_item_id,order_id,product_id,quantity,unit_price,line_discount,line_total
88,O536608057607,976,1,126.09,0.0,126.09
89,O547164936042,85,2,34.97,0.0,69.94
90,O547164936042,740,1,74.68,0.0,74.68
91,O547164936042,881,1,21.51,0.0,21.51
92,O731841679832,298,1,44.17,0.0,44.17
93,O445744567213,554,1,112.2,0.0,112.2
94,O445744567213,1134,1,53.01,0.0,53.01
95,O445744567213,611,1,26.76,0.0,26.76
96,O93000397258,1009,1,62.01,0.0,62.01
97,O157727028677,262,1,70.14,0.0,70.14
98,O91419976116,380,1,60.5,0.0,60.5
99,O91419976116,739,2,44.25,0.0,88.5
100,O91419976116,296,1,83.16,0.0,83.16
101,O869808858561,50,1,35.17,0.0,35.17
102,O869808858561,659,1,32.18,0.0,32.18
103,O508437835350,877,1,40.28,0.0,40.28
104,O176917048842,377,1,63.47,0.0,63.47
105,O176917048842,288,3,110.6,0.0,331.8
106,O515696169875,401,1,48.03,0.0,48.03
107,O515696169875,13,5,86.29,0.0,431.45
108,O62726695360,251,1,33.33,0.0,33.33
109,O721923895050,368,1,79.45,0.0,79.45
110,O780092756353,218,1,68.94,0.0,68.94
111,O674407889197,779,1,82.36,0.0,82.36
112,O674407889197,667,1,28.62,0.0,28.62
113,O495399289108,1092,1,34.17,0.0,34.17
114,O495399289108,517,1,49.52,0.0,49.52
115,O495399289108,803,2,46.5,0.0,93.0
116,O521879453185,312,2,28.65,0.0,57.3
117,O796476049241,30,1,34.16,0.0,34.16
118,O333546319053,1180,3,67.95,0.0,203.85
119,O333546319053,913,1,135.98,0.0,135.98
120,O333546319053,782,2,30.18,0.0,60.36
121,O296827159679,358,3,34.68,0.0,104.04
122,O296827159679,865,1,66.76,0.0,66.76
123,O632674502847,1143,3,49.58,0.0,148.74
124,O632674502847,59,1,9.59,0.0,9.59
125,O632674502847,66,2,42.76,0.0,85.52
126,O632674502847,447,1,97.63,0.0,97.63
127,O328737248857,810,1,78.35,0.0,78.35
128,O328737248857,499,1,76.69,0.0,76.69
129,O701007361886,660,1,53.22,0.0,53.22
130,O307399685539,1063,1,16.57,0.0,16.57
131,O307399685539,641,1,46.77,0.0,46.77
132,O569063519566,264,1,85.6,0.0,85.6
133,O569063519566,594,1,123.03,0.0,123.03
134,O569063519566,1098,1,57.64,0.0,57.64
135,O982960649457,161,1,83.72,0.0,83.72
136,O982960649457,342,2,17.1,0.0,34.2
137,O982960649457,1176,1,20.0,0.0,20.0
138,O854000972734,417,1,115.36,0.0,115.36
139,O626500179578,1048,3,50.13,0.0,150.39
140,O626500179578,1194,1,83.21,0.0,83.21
141,O626500179578,1139,2,46.73,0.0,93.46
142,O814676210825,353,1,26.17,0.0,26.17
143,O428788766976,58,1,141.99,0.0,141.99
144,O428788766976,50,1,35.17,0.0,35.17
145,O411689614220,589,1,93.49,0.0,93.49
146,O589123365481,473,1,78.11,0.0,78.11
147,O622428451944,717,1,41.49,0.0,41.49
148,O622428451944,387,1,89.96,0.0,89.96
149,O622428451944,275,1,59.51,0.0,59.51
150,O731620218671,576,1,30.92,0.0,30.92
151,O63923897247,185,1,116.81,0.0,116.81
152,O897944474788,133,1,53.51,0.0,53.51
153,O897944474788,337,1,59.87,0.0,59.87
154,O388155099969,179,1,114.21,0.0,114.21
155,O388155099969,975,1,70.95,0.0,70.95
156,O388155099969,880,1,47.48,0.0,47.48
157,O653414813701,960,1,28.72,0.0,28.72
158,O394773705050,1069,1,55.2,0.0,55.2
159,O394773705050,149,1,70.24,0.0,70.24
160,O463157360665,713,1,57.2,0.0,57.2
161,O745617167385,688,2,55.72,0.0,111.44
162,O233126659912,1077,1,50.09,0.0,50.09
163,O686953842174,63,1,25.49,0.0,25.49
164,O400597030239,715,1,49.81,0.0,49.81
165,O861132997887,617,1,104.13,0.0,104.13
166,O861132997887,15,1,68.47,0.0,68.47
167,O861132997887,1131,1,35.6,0.0,35.6
168,O861132997887,1107,2,39.04,0.0,78.08
169,O482573316952,624,2,48.18,0.0,96.36
170,O482573316952,891,2,56.86,0.0,113.72
171,O482573316952,107,1,89.44,0.0,89.44
172,O870672813053,751,1,28.92,0.0,28.92
173,O870672813053,418,1,37.42,0.0,37.42
174,O870672813053,383,1,38.19,0.0,38.19
175,O597698221204,697,1,42.31,0.0,42.31
176,O597698221204,119,1,41.04,0.0,41.04
177,O597698221204,238,1,85.14,0.0,85.14
178,O454245154140,133,6,53.51,0.0,321.06
179,O454245154140,281,1,35.83,0.0,35.83
180,O454245154140,1059,1,98.63,0.0,98.63
181,O22475350755,99,1,96.5,0.0,96.5
182,O22475350755,354,2,37.82,0.0,75.64
183,O676569698275,1129,1,81.89,0.0,81.89
184,O676569698275,491,1,53.46,0.0,53.46
185,O676569698275,723,1,48.41,0.0,48.41
186,O462671934408,864,1,59.25,0.0,59.25
187,O462671934408,299,2,39.21,0.0,78.42
188,O462671934408,1074,1,50.72,0.0,50.72
189,O998401483650,432,3,105.17,0.0,315.51
190,O907275260595,151,1,60.07,0.0,60.07
191,O689232611301,87,1,106.99,0.0,106.99
192,O689232611301,559,2,42.33,0.0,84.66
193,O987576396564,1119,3,60.19,0.0,180.57
194,O987576396564,481,2,46.62,0.0,93.24
195,O550099679109,477,1,66.41,0.0,66.41
196,O550099679109,550,1,39.95,0.0,39.95
197,O647491116676,155,1,60.27,0.0,60.27
198,O647491116676,568,2,41.34,0.0,82.68
199,O647491116676,88,3,194.29,0.0,582.87
200,O730680352965,887,2,62.58,0.0,125.16
201,O730680352965,881,1,21.51,0.0,21.51
202,O229090682562,484,1,55.21,0.0,55.21
203,O793078052285,392,1,38.11,0.0,38.11
204,O793078052285,967,1,39.32,0.0,39.32
205,O793078052285,1064,1,32.98,0.0,32.98
206,O981795302702,934,3,67.96,0.0,203.88
207,O981795302702,1153,1,75.12,0.0,75.12
208,O696870146397,647,1,35.35,0.0,35.35
209,O696870146397,481,1,46.62,0.0,46.62
210,O655480253683,971,6,66.24,0.0,397.44
211,O655480253683,1050,1,80.14,0.0,80.14
212,O489266897,555,1,81.09,0.0,81.09
213,O678523787811,704,1,20.34,0.0,20.34
214,O393618885866,840,2,72.56,0.0,145.12
215,O393618885866,930,1,34.16,0.0,34.16
216,O277415466110,139,1,57.82,0.0,57.82
217,O357501238247,543,1,61.42,0.0,61.42
218,O357501238247,135,1,33.67,0.0,33.67
219,O178342590117,819,1,36.3,0.0,36.3
220,O178342590117,873,1,79.22,0.0,79.22
221,O178342590117,997,2,77.73,0.0,155.46
222,O178342590117,142,2,79.57,0.0,159.14
223,O399088097515,684,1,123.39,0.0,123.39
224,O318312891304,1055,6,104.75,0.0,628.5
225,O290110053661,524,2,46.04,0.0,92.08
226,O488586981294,473,2,78.11,0.0,156.22
227,O488586981294,886,1,32.28,0.0,32.28
228,O488586981294,507,1,44.42,0.0,44.42
229,O488586981294,655,1,122.09,0.0,122.09
230,O102654069220,1185,1,49.04,0.0,49.04
231,O102654069220,785,1,103.75,0.0,103.75
232,O102654069220,902,1,40.53,0.0,40.53
233,O974009233787,637,1,63.27,0.0,63.27
234,O974009233787,32,2,21.46,0.0,42.92
235,O974009233787,557,1,56.08,0.0,56.08
236,O199923592751,722,1,68.83,0.0,68.83
237,O901180412544,929,1,27.6,0.0,27.6
238,O971217115632,775,1,51.75,0.0,51.75
239,O971217115632,259,1,67.0,0.0,67.0
240,O971217115632,408,1,66.96,0.0,66.96
241,O444755189973,94,1,63.11,0.0,63.11
242,O191163873249,162,1,102.61,0.0,102.61
243,O705668671611,962,1,43.97,0.0,43.97
244,O63477815057,1067,1,59.65,0.0,59.65
245,O775600386097,389,1,388.82,0.0,388.82
246,O775600386097,252,1,68.43,0.0,68.43
247,O775600386097,75,1,37.56,0.0,37.56
248,O775600386097,481,1,46.62,0.0,46.62
249,O884163532138,693,1,31.06,0.0,31.06
250,O278938757754,528,2,28.1,0.0,56.2
251,O278938757754,518,1,33.65,0.0,33.65
252,O748149040747,1165,1,44.93,0.0,44.93
253,O748149040747,760,1,55.87,0.0,55.87
254,O915657905801,631,2,65.27,0.0,130.54
255,O915657905801,993,1,65.45,0.0,65.45
256,O31042504034,1114,1,61.37,0.0,61.37
257,O697656700900,403,2,73.78,0.0,147.56
258,O218381079302,1021,1,27.94,0.0,27.94
259,O218381079302,679,1,25.09,0.0,25.09
260,O218381079302,891,2,56.86,0.0,113.72
261,O582294025752,468,2,55.85,0.0,111.7
262,O582294025752,974,1,100.59,0.0,100.59
263,O327338168787,848,1,54.24,0.0,54.24
264,O327338168787,578,1,40.54,0.0,40.54
265,O163344996656,164,1,42.96,0.0,42.96
266,O163344996656,49,1,105.98,0.0,105.98
267,O406376041486,555,2,81.09,0.0,162.18
268,O156236917130,700,2,71.22,0.0,142.44
269,O766132268463,783,3,81.19,0.0,243.57
270,O241496462177,373,1,110.36,0.0,110.36
271,O241496462177,1124,1,34.17,0.0,34.17
272,O633291052255,76,1,61.24,0.0,61.24
273,O633291052255,1187,1,53.22,0.0,53.22
274,O633291052255,1004,1,34.89,0.0,34.89
275,O338592246066,953,1,121.41,0.0,121.41
276,O338592246066,1104,1,134.8,0.0,134.8
277,O338592246066,466,1,117.34,0.0,117.34
278,O338592246066,655,1,122.09,0.0,122.09
279,O338592246066,360,1,50.49,0.0,50.49
280,O974437918484,1167,1,80.13,0.0,80.13
281,O765997086439,185,2,116.81,0.0,233.62
282,O765997086439,1120,1,22.7,0.0,22.7
283,O765997086439,426,3,74.07,0.0,222.21
284,O732999758241,235,1,27.85,0.0,27.85
285,O209408821515,740,2,74.68,0.0,149.36
286,O99376420277,385,1,46.81,0.0,46.81
287,O431226937660,525,1,54.19,0.0,54.19
288,O431226937660,1124,1,34.17,0.0,34.17
289,O171088998695,1194,1,83.21,0.0,83.21
290,O125617705199,860,2,39.04,0.0,78.08
291,O125617705199,73,2,62.99,0.0,125.98
292,O793036025854,986,1,65.92,0.0,65.92
293,O793036025854,975,1,70.95,0.0,70.95
294,O793036025854,755,3,106.35,0.0,319.05
295,O417469417739,340,1,39.09,0.0,39.09
296,O370400141463,901,1,75.23,0.0,75.23
297,O370400141463,237,1,28.2,0.0,28.2
298,O370400141463,430,2,38.01,0.0,76.02
299,O654213718246,289,1,38.11,0.0,38.11
300,O654213718246,408,1,66.96,0.0,66.96
301,O654213718246,433,1,56.8,0.0,56.8
302,O654213718246,332,1,38.5,0.0,38.5
303,O465851816498,561,2,42.61,0.0,85.22
304,O397760616701,697,1,42.31,0.0,42.31
305,O397760616701,910,1,31.91,0.0,31.91
306,O397760616701,19,5,128.16,0.0,640.8
307,O397760616701,98,1,108.17,0.0,108.17
308,O397760616701,852,1,152.77,0.0,152.77
309,O824182186572,489,1,51.16,0.0,51.16
310,O137478049009,271,1,51.32,0.0,51.32
311,O137478049009,211,1,94.1,0.0,94.1
312,O137478049009,886,1,32.28,0.0,32.28
313,O137478049009,975,1,70.95,0.0,70.95
314,O297417948344,1095,1,44.71,0.0,44.71
315,O297417948344,6,2,65.8,0.0,131.6
316,O297417948344,812,1,33.0,0.0,33.0
317,O188140425082,678,2,43.88,0.0,87.76
318,O162313654928,492,1,69.17,0.0,69.17
319,O162313654928,292,1,158.1,0.0,158.1
320,O442810357634,209,1,35.82,0.0,35.82
321,O872300691553,722,1,68.83,0.0,68.83
322,O872300691553,223,2,37.18,0.0,74.36
323,O34532058952,103,2,71.06,0.0,142.12
324,O465197057511,628,1,49.63,0.0,49.63
325,O465197057511,195,1,49.12,0.0,49.12
326,O933368174166,985,1,91.92,0.0,91.92
327,O933368174166,893,1,31.82,0.0,31.82
328,O933368174166,56,1,75.52,0.0,75.52
329,O933368174166,1179,1,20.59,0.0,20.59
330,O444468064276,346,4,71.17,0.0,284.68
331,O444468064276,405,2,140.31,0.0,280.62
332,O774352834674,721,1,79.03,0.0,79.03
333,O774352834674,460,1,18.39,0.0,18.39
334,O157719547333,547,2,105.17,0.0,210.34
335,O157719547333,1175,1,63.68,0.0,63.68
336,O767619913541,1010,1,61.42,0.0,61.42
337,O569029592876,476,1,61.22,0.0,61.22
338,O569029592876,882,1,97.64,0.0,97.64
339,O82391867527,409,2,78.94,0.0,157.88
340,O347776256454,373,2,110.36,0.0,220.72
341,O347776256454,1150,1,151.2,0.0,151.2
342,O796017554960,254,1,50.18,0.0,50.18
343,O796017554960,160,1,63.82,0.0,63.82
344,O796017554960,349,3,65.5,0.0,196.5
345,O557989257217,845,1,57.72,0.0,57.72
346,O557989257217,416,1,93.25,0.0,93.25
347,O557989257217,144,1,92.16,0.0,92.16
348,O168002988854,1057,1,61.59,0.0,61.59
349,O168002988854,94,2,63.11,0.0,126.22
350,O114034886700,919,2,85.22,0.0,170.44
351,O371663759128,62,1,128.93,0.0,128.93
352,O371663759128,901,1,75.23,0.0,75.23
353,O371663759128,536,2,58.95,0.0,117.9
354,O461016762328,104,1,45.88,0.0,45.88
355,O461016762328,770,2,65.59,0.0,131.18
356,O461016762328,723,2,48.41,0.0,96.82
357,O353644063544,705,1,67.27,0.0,67.27
358,O60580305519,1,1,69.2,0.0,69.2
359,O268386332906,483,1,69.43,0.0,69.43
360,O719183770476,752,2,44.38,0.0,88.76
361,O719183770476,300,1,33.84,0.0,33.84
362,O7626369731,767,3,37.21,0.0,111.63
363,O604667404389,699,2,42.37,0.0,84.74
364,O592697614849,764,1,74.17,0.0,74.17
365,O592697614849,657,1,55.7,0.0,55.7
366,O592697614849,385,1,46.81,0.0,46.81
367,O592697614849,46,2,10.15,0.0,20.3
368,O66699070952,607,1,41.45,0.0,41.45
369,O701220101606,825,1,77.91,0.0,77.91
370,O184458136236,78,1,50.51,0.0,50.51
371,O257340189595,460,2,18.39,0.0,36.78
372,O498611568676,1077,2,50.09,0.0,100.18
373,O498611568676,87,1,106.99,0.0,106.99
374,O482055187385,881,1,21.51,0.0,21.51
375,O829113485288,56,1,75.52,0.0,75.52
376,O738400529139,1036,1,28.5,0.0,28.5
377,O738400529139,746,1,23.18,0.0,23.18
378,O738400529139,570,2,79.82,0.0,159.64
379,O269032958509,295,2,45.08,0.0,90.16
380,O664519738536,73,1,62.99,0.0,62.99
381,O664519738536,80,1,45.8,0.0,45.8
382,O664519738536,1019,2,41.25,0.0,82.5
383,O664519738536,737,2,66.27,0.0,132.54
384,O855051236232,501,2,20.4,0.0,40.8
385,O954651721033,743,1,73.73,0.0,73.73
386,O954651721033,708,1,29.71,0.0,29.71
387,O608761943630,499,1,76.69,0.0,76.69
388,O608761943630,1112,3,205.79,0.0,617.37
389,O993584024633,424,1,33.83,0.0,33.83
390,O585864343233,1063,1,16.57,0.0,16.57
391,O272963652649,651,1,64.22,0.0,64.22
392,O825921653561,912,1,186.89,0.0,186.89
393,O825921653561,626,1,21.69,0.0,21.69
394,O438064785188,247,1,37.48,0.0,37.48
395,O49534179054,713,1,57.2,0.0,57.2
396,O424799775100,1176,1,20.0,0.0,20.0
397,O373238559971,721,1,79.03,0.0,79.03
398,O373238559971,440,1,58.39,0.0,58.39
399,O373238559971,534,1,24.7,0.0,24.7
400,O138462239962,249,1,31.13,0.0,31.13
401,O138462239962,63,1,25.49,0.0,25.49
402,O590856837007,1133,1,61.32,0.0,61.32
403,O590856837007,1057,1,61.59,0.0,61.59
404,O590856837007,606,1,91.56,0.0,91.56
405,O474130493173,484,1,55.21,0.0,55.21
406,O38667737479,471,1,117.65,0.0,117.65
407,O27015852845,434,1,100.93,0.0,100.93
408,O27015852845,784,1,50.31,0.0,50.31
409,O614706037700,1024,1,112.07,0.0,112.07
410,O297262116136,357,3,67.1,0.0,201.3
411,O510852695458,969,1,46.29,0.0,46.29
412,O163802112504,89,1,44.1,0.0,44.1
413,O559032812736,1114,1,61.37,0.0,61.37
414,O462547403400,423,1,70.17,0.0,70.17
415,O409540476416,336,1,40.33,0.0,40.33
416,O332846578700,272,3,58.71,0.0,176.13
417,O684718411442,243,2,45.72,0.0,91.44
418,O684718411442,881,1,21.51,0.0,21.51
419,O764109302039,1113,1,29.17,0.0,29.17
420,O96148950750,1194,3,83.21,0.0,249.63
421,O86870000949,1023,1,32.84,0.0,32.84
422,O866782643012,51,1,51.71,0.0,51.71
423,O866782643012,1034,1,35.96,0.0,35.96
424,O184829555947,921,1,52.39,0.0,52.39
425,O164585487456,422,1,38.24,0.0,38.24
426,O164585487456,597,1,137.65,0.0,137.65
427,O216968017299,200,1,36.61,0.0,36.61
428,O144850326307,1116,2,32.41,0.0,64.82
429,O910243618570,455,2,32.93,0.0,65.86
430,O9483496455,566,1,46.75,0.0,46.75
431,O9483496455,143,2,21.5,0.0,43.0
432,O337937854301,1078,2,64.68,0.0,129.36
433,O995795696058,137,1,134.13,0.0,134.13
434,O102776292583,735,1,34.84,0.0,34.84
435,O852289374023,81,2,35.13,0.0,70.26
436,O852289374023,959,1,77.96,0.0,77.96
437,O673754426309,563,1,45.03,0.0,45.03
438,O363942320246,443,1,46.43,0.0,46.43
439,O211762233540,832,1,26.76,0.0,26.76
440,O5166313122,640,1,78.69,0.0,78.69
441,O5166313122,1189,1,31.89,0.0,31.89
442,O5166313122,852,1,152.77,0.0,152.77
443,O5166313122,515,2,59.19,0.0,118.38
444,O445174200544,119,1,41.04,0.0,41.04
445,O407499148459,1077,1,50.09,0.0,50.09
446,O407499148459,667,2,28.62,0.0,57.24
447,O779215052013,359,1,73.58,0.0,73.58
448,O779215052013,833,3,103.77,0.0,311.31
449,O779215052013,727,1,33.72,0.0,33.72
450,O44660405199,470,1,63.63,0.0,63.63
451,O44660405199,4,2,37.19,0.0,74.38
452,O44660405199,462,1,42.2,0.0,42.2
453,O44660405199,872,1,68.72,0.0,68.72
454,O377469494608,689,1,78.61,0.0,78.61
455,O377469494608,160,1,63.82,0.0,63.82
456,O99834855634,784,1,50.31,0.0,50.31
457,O99834855634,83,1,17.77,0.0,17.77
458,O99834855634,597,1,137.65,0.0,137.65
459,O240431975934,361,1,77.37,0.0,77.37
460,O11142125846,29,1,84.46,0.0,84.46
461,O190034574414,687,2,74.08,0.0,148.16
462,O190034574414,997,1,77.73,0.0,77.73
463,O966640998585,63,1,25.49,0.0,25.49
464,O745482984230,49,2,105.98,0.0,211.96
465,O937804369102,180,1,67.83,0.0,67.83
466,O445598491622,355,1,67.18,0.0,67.18
467,O762345395977,915,2,40.38,0.0,80.76
468,O634987454442,476,1,61.22,0.0,61.22
469,O634987454442,228,3,60.09,0.0,180.27
470,O305900426660,149,3,70.24,0.0,210.72
471,O33275269949,468,1,55.85,0.0,55.85
472,O564068967459,285,1,79.67,0.0,79.67
473,O221726816327,184,1,19.93,0.0,19.93
474,O796497263157,1107,2,39.04,0.0,78.08
475,O796497263157,562,1,101.14,0.0,101.14
476,O796497263157,1078,1,64.68,0.0,64.68
477,O796497263157,387,1,89.96,0.0,89.96
478,O728608322295,227,1,104.47,0.0,104.47
479,O728608322295,770,1,65.59,0.0,65.59
480,O728608322295,343,2,16.37,0.0,32.74
481,O517790644739,750,2,84.87,0.0,169.74
482,O81161407003,397,1,35.31,0.0,35.31
483,O81161407003,442,2,64.65,0.0,129.3
484,O81161407003,318,1,171.55,0.0,171.55
485,O965288745932,172,1,28.36,0.0,28.36
486,O965288745932,1108,2,28.99,0.0,57.98
487,O965288745932,731,2,73.69,0.0,147.38
488,O765464905448,1128,1,90.2,0.0,90.2
489,O765464905448,718,1,20.1,0.0,20.1
490,O765464905448,791,1,67.66,0.0,67.66
491,O907767658897,639,1,44.55,0.0,44.55
492,O526144463257,479,1,125.15,0.0,125.15
493,O212121863722,676,4,63.36,0.0,253.44
494,O196710438438,43,2,40.14,0.0,80.28
495,O595236854329,624,1,48.18,0.0,48.18
496,O595236854329,1149,1,84.12,0.0,84.12
497,O573007439588,661,1,95.7,0.0,95.7
498,O813245389653,652,1,56.33,0.0,56.33
499,O430388908528,980,2,99.74,0.0,199.48
500,O361159762957,742,1,80.37,0.0,80.37
501,O681430989247,791,2,67.66,0.0,135.32
502,O272231747624,669,1,38.25,0.0,38.25
503,O272231747624,166,1,17.49,0.0,17.49
504,O563111268749,723,1,48.41,0.0,48.41
505,O42694959352,535,3,73.51,0.0,220.53
506,O660707341596,445,3,56.98,0.0,170.94
507,O588858636385,489,1,51.16,0.0,51.16
508,O367493239153,62,2,128.93,0.0,257.86
509,O339313573170,422,1,38.24,0.0,38.24
510,O612533932978,686,1,48.0,0.0,48.0
511,O612533932978,1080,1,50.62,0.0,50.62
512,O612533932978,1117,2,59.53,0.0,119.06
513,O612533932978,700,1,71.22,0.0,71.22
514,O215129169489,673,2,89.51,0.0,179.02
515,O659715715841,959,2,77.96,0.0,155.92
516,O659715715841,1106,1,40.8,0.0,40.8
517,O23781262621,916,1,37.84,0.0,37.84
518,O23781262621,797,1,59.44,0.0,59.44
519,O722505838936,690,1,79.31,0.0,79.31
520,O722505838936,887,1,62.58,0.0,62.58
521,O967219620506,560,1,50.4,0.0,50.4
522,O967219620506,961,1,76.03,0.0,76.03
523,O967219620506,785,1,103.75,0.0,103.75
524,O596743470001,200,1,36.61,0.0,36.61
525,O600420184609,1139,1,46.73,0.0,46.73
526,O574519827006,974,1,100.59,0.0,100.59
527,O574519827006,876,2,104.62,0.0,209.24
528,O574519827006,672,1,32.59,0.0,32.59
529,O635878894800,563,1,45.03,0.0,45.03
530,O193659277387,493,2,46.64,0.0,93.28
531,O193659277387,801,1,67.86,0.0,67.86
532,O380385850694,202,1,66.06,0.0,66.06
533,O505484213835,69,2,37.13,0.0,74.26
534,O327790650730,636,1,73.14,0.0,73.14
535,O88066386790,925,1,45.43,0.0,45.43
536,O570955343082,596,3,94.38,0.0,283.14
537,O570955343082,681,2,145.68,0.0,291.36
538,O242419965994,710,1,62.93,0.0,62.93
539,O799787970804,1134,2,53.01,0.0,106.02
540,O99506020757,122,1,31.0,0.0,31.0
541,O99506020757,312,1,28.65,0.0,28.65
542,O913544583282,852,3,152.77,0.0,458.31
543,O913544583282,1003,3,25.37,0.0,76.11
544,O913544583282,646,1,60.78,0.0,60.78
545,O913544583282,162,1,102.61,0.0,102.61
546,O957598639792,1085,1,19.99,0.0,19.99
547,O102979160364,199,1,28.59,0.0,28.59
548,O200485029379,306,1,46.62,0.0,46.62
549,O429853426729,522,3,99.17,0.0,297.51
550,O139881366388,1032,2,60.35,0.0,120.7
551,O139881366388,542,1,49.43,0.0,49.43
552,O238938634038,556,1,49.93,0.0,49.93
553,O997739019395,445,1,56.98,0.0,56.98
554,O431978079442,333,1,38.17,0.0,38.17
555,O431978079442,705,2,67.27,0.0,134.54
556,O368832458956,821,1,73.36,0.0,73.36
557,O962586995951,631,1,65.27,0.0,65.27
558,O468739639946,901,1,75.23,0.0,75.23
559,O693742426191,746,1,23.18,0.0,23.18
560,O820168781203,195,1,49.12,0.0,49.12
561,O820168781203,150,1,133.7,0.0,133.7
562,O836334436062,113,1,64.0,0.0,64.0
563,O169240095337,470,1,63.63,0.0,63.63
564,O169240095337,484,2,55.21,0.0,110.42
565,O169240095337,1168,1,62.34,0.0,62.34
566,O169240095337,245,2,49.79,0.0,99.58
567,O442829330781,987,1,41.11,0.0,41.11
568,O442829330781,504,1,22.52,0.0,22.52
569,O620081006410,204,2,40.25,0.0,80.5
570,O446513999231,708,2,29.71,0.0,59.42
571,O118424280528,1098,1,57.64,0.0,57.64
572,O75146005984,294,1,101.66,0.0,101.66
573,O912110926849,647,2,35.35,0.0,70.7
574,O876255909561,959,2,77.96,0.0,155.92
575,O198144670000,391,3,42.79,0.0,128.37
576,O949358824586,298,1,44.17,0.0,44.17
577,O308671934303,307,1,60.75,0.0,60.75
